날짜,실거래가(평균),나스닥,다우존스,코스피,지가변동률,동행지수,소비자물가지수,생산자물가,거래량
2017년 02월 16일,710.1,5814.9,20619.77,2080.58,0.232,101,97.305,101.74,204
2017년 02월 17일,710.1,5838.6,20624.05,2084.39,0.232,101,97.305,101.74,204
2017년 02월 21일,710.1,5866,20743,2102.93,0.232,101,97.305,101.74,204
2017년 02월 22일,710.1,5860.6,20775.6,2106.61,0.232,101,97.305,101.74,204
2017년 02월 23일,710.1,5835.5,20810.32,2107.63,0.232,101,97.305,101.74,204
2017년 02월 24일,710.1,5845.3,20821.76,2094.12,0.232,101,97.305,101.74,204
2017년 02월 27일,710.1,5861.9,20837.44,2085.52,0.232,101,97.305,101.74,204
2017년 02월 28일,710.1,5825.4,20812.24,2091.64,0.232,101,97.305,101.74,204
2017년 03월 01일,716.1,5904,21115.55,2102.65,0.322,100.7,97.371,101.7,277
2017년 03월 02일,716.1,5861.2,21002.97,2078.75,0.322,100.7,97.371,101.7,277
2017년 03월 03일,716.1,5870.8,21005.71,2081.36,0.322,100.7,97.371,101.7,277
2017년 03월 06일,716.1,5849.2,20954.34,2094.05,0.322,100.7,97.371,101.7,277
2017년 03월 07일,716.1,5833.9,20924.76,2095.41,0.322,100.7,97.371,101.7,277
2017년 03월 08일,716.1,5837.5,20855.73,2091.06,0.322,100.7,97.371,101.7,277
2017년 03월 09일,716.1,5838.8,20858.19,2097.35,0.322,100.7,97.371,101.7,277
2017년 03월 10일,716.1,5861.7,20902.98,2117.59,0.322,100.7,97.371,101.7,277
2017년 03월 13일,716.1,5875.8,20881.48,2133.78,0.322,100.7,97.371,101.7,277
2017년 03월 14일,716.1,5856.8,20837.37,2133,0.322,100.7,97.371,101.7,277
2017년 03월 15일,716.1,5900,20950.1,2150.08,0.322,100.7,97.371,101.7,277
2017년 03월 16일,716.1,5900.8,20934.55,2164.58,0.322,100.7,97.371,101.7,277
2017년 03월 17일,716.1,5901,20914.62,2157.01,0.322,100.7,97.371,101.7,277
2017년 03월 20일,716.1,5901.5,20905.86,2178.38,0.322,100.7,97.371,101.7,277
2017년 03월 21일,716.1,5793.8,20668.01,2168.3,0.322,100.7,97.371,101.7,277
2017년 03월 22일,716.1,5821.6,20661.3,2172.72,0.322,100.7,97.371,101.7,277
2017년 03월 23일,716.1,5817.7,20656.58,2168.95,0.322,100.7,97.371,101.7,277
2017년 03월 24일,716.1,5828.7,20596.72,2155.66,0.322,100.7,97.371,101.7,277
2017년 03월 27일,716.1,5840.4,20550.98,2163.31,0.322,100.7,97.371,101.7,277
2017년 03월 28일,716.1,5875.1,20701.5,2166.98,0.322,100.7,97.371,101.7,277
2017년 03월 29일,716.1,5897.5,20659.32,2164.64,0.322,100.7,97.371,101.7,277
2017년 03월 30일,716.1,5914.3,20728.49,2160.23,0.322,100.7,97.371,101.7,277
2017년 03월 31일,716.1,5911.7,20663.22,2167.51,0.322,100.7,97.371,101.7,277
2017년 04월 03일,752.1,5894.7,20650.21,2161.1,0.333,100.5,97.286,101.48,312
2017년 04월 04일,752.1,5898.6,20689.24,2160.85,0.333,100.5,97.286,101.48,312
2017년 04월 05일,752.1,5864.5,20648.15,2152.75,0.333,100.5,97.286,101.48,312
2017년 04월 06일,752.1,5879,20662.95,2151.73,0.333,100.5,97.286,101.48,312
2017년 04월 07일,752.1,5877.8,20656.1,2133.32,0.333,100.5,97.286,101.48,312
2017년 04월 10일,752.1,5880.9,20658.02,2123.85,0.333,100.5,97.286,101.48,312
2017년 04월 11일,752.1,5866.8,20651.3,2128.91,0.333,100.5,97.286,101.48,312
2017년 04월 12일,752.1,5836.2,20591.86,2148.61,0.333,100.5,97.286,101.48,312
2017년 04월 13일,752.1,5805.1,20453.25,2134.88,0.333,100.5,97.286,101.48,312
2017년 04월 17일,752.1,5856.8,20636.92,2145.76,0.333,100.5,97.286,101.48,312
2017년 04월 18일,752.1,5849.5,20523.28,2148.46,0.333,100.5,97.286,101.48,312
2017년 04월 19일,752.1,5863,20404.49,2138.4,0.333,100.5,97.286,101.48,312
2017년 04월 20일,752.1,5916.8,20578.71,2149.15,0.333,100.5,97.286,101.48,312
2017년 04월 21일,752.1,5910.5,20547.76,2165.04,0.333,100.5,97.286,101.48,312
2017년 04월 24일,752.1,5983.8,20763.89,2173.74,0.333,100.5,97.286,101.48,312
2017년 04월 25일,752.1,6025.5,20996.12,2196.85,0.333,100.5,97.286,101.48,312
2017년 04월 26일,752.1,6025.2,20975.09,2207.84,0.333,100.5,97.286,101.48,312
2017년 04월 27일,752.1,6048.9,20981.33,2209.46,0.333,100.5,97.286,101.48,312
2017년 04월 28일,752.1,6047.6,20940.51,2205.44,0.333,100.5,97.286,101.48,312
2017년 05월 01일,786.9,6091.6,20913.46,2219.67,0.509,101.1,97.419,101.21,479
2017년 05월 02일,786.9,6095.4,20949.89,2219.67,0.509,101.1,97.419,101.21,479
2017년 05월 03일,786.9,6072.5,20957.9,2219.67,0.509,101.1,97.419,101.21,479
2017년 05월 04일,786.9,6075.3,20951.47,2219.67,0.509,101.1,97.419,101.21,479
2017년 05월 05일,786.9,6100.8,21006.94,2219.67,0.509,101.1,97.419,101.21,479
2017년 05월 08일,786.9,6102.7,21012.28,2241.24,0.509,101.1,97.419,101.21,479
2017년 05월 09일,786.9,6120.6,20975.78,2292.76,0.509,101.1,97.419,101.21,479
2017년 05월 10일,786.9,6129.1,20943.11,2270.12,0.509,101.1,97.419,101.21,479
2017년 05월 11일,786.9,6116,20919.42,2296.37,0.509,101.1,97.419,101.21,479
2017년 05월 12일,786.9,6121.2,20896.61,2286.02,0.509,101.1,97.419,101.21,479
2017년 05월 15일,786.9,6149.7,20981.94,2290.65,0.509,101.1,97.419,101.21,479
2017년 05월 16일,786.9,6169.9,20979.75,2295.33,0.509,101.1,97.419,101.21,479
2017년 05월 17일,786.9,6011.2,20606.93,2293.08,0.509,101.1,97.419,101.21,479
2017년 05월 18일,786.9,6055.1,20663.02,2286.82,0.509,101.1,97.419,101.21,479
2017년 05월 19일,786.9,6083.7,20804.84,2288.48,0.509,101.1,97.419,101.21,479
2017년 05월 22일,786.9,6133.6,20894.83,2304.03,0.509,101.1,97.419,101.21,479
2017년 05월 23일,786.9,6138.7,20937.91,2311.74,0.509,101.1,97.419,101.21,479
2017년 05월 24일,786.9,6163,21012.42,2317.34,0.509,101.1,97.419,101.21,479
2017년 05월 25일,786.9,6205.3,21082.95,2342.93,0.509,101.1,97.419,101.21,479
2017년 05월 26일,786.9,6210.2,21080.28,2355.3,0.509,101.1,97.419,101.21,479
2017년 05월 30일,786.9,6203.2,21029.47,2352.97,0.509,101.1,97.419,101.21,479
2017년 05월 31일,786.9,6198.5,21008.65,2343.68,0.509,101.1,97.419,101.21,479
2017년 06월 01일,723.7,6246.8,21144.18,2347.38,0.492,101,97.277,100.81,428
2017년 06월 02일,723.7,6305.8,21206.29,2344.61,0.492,101,97.277,100.81,428
2017년 06월 05일,723.7,6295.7,21184.04,2371.72,0.492,101,97.277,100.81,428
2017년 06월 06일,723.7,6275.1,21136.23,2368.62,0.492,101,97.277,100.81,428
2017년 06월 07일,723.7,6297.4,21173.69,2360.14,0.492,101,97.277,100.81,428
2017년 06월 08일,723.7,6321.8,21182.53,2363.57,0.492,101,97.277,100.81,428
2017년 06월 09일,723.7,6207.9,21271.97,2381.69,0.492,101,97.277,100.81,428
2017년 06월 12일,723.7,6175.5,21235.67,2357.87,0.492,101,97.277,100.81,428
2017년 06월 13일,723.7,6220.4,21328.47,2374.7,0.492,101,97.277,100.81,428
2017년 06월 14일,723.7,6194.9,21374.56,2372.64,0.492,101,97.277,100.81,428
2017년 06월 15일,723.7,6165.5,21359.9,2361.65,0.492,101,97.277,100.81,428
2017년 06월 16일,723.7,6151.8,21384.28,2361.83,0.492,101,97.277,100.81,428
2017년 06월 19일,723.7,6239,21528.99,2370.9,0.492,101,97.277,100.81,428
2017년 06월 20일,723.7,6188,21467.14,2369.23,0.492,101,97.277,100.81,428
2017년 06월 21일,723.7,6234,21410.03,2357.53,0.492,101,97.277,100.81,428
2017년 06월 22일,723.7,6236.7,21397.29,2370.37,0.492,101,97.277,100.81,428
2017년 06월 23일,723.7,6265.3,21394.76,2378.6,0.492,101,97.277,100.81,428
2017년 06월 26일,723.7,6247.1,21409.55,2388.66,0.492,101,97.277,100.81,428
2017년 06월 27일,723.7,6146.6,21310.66,2391.95,0.492,101,97.277,100.81,428
2017년 06월 28일,723.7,6234.4,21454.61,2382.56,0.492,101,97.277,100.81,428
2017년 06월 29일,723.7,6144.4,21287.03,2395.66,0.492,101,97.277,100.81,428
2017년 06월 30일,723.7,6140.4,21349.63,2391.79,0.492,101,97.277,100.81,428
2017년 07월 03일,767.2,6110.1,21479.27,2394.48,0.484,101.3,97.57,100.89,482
2017년 07월 05일,767.2,6150.9,21478.17,2380.52,0.484,101.3,97.57,100.89,482
2017년 07월 06일,767.2,6089.5,21320.04,2388.35,0.484,101.3,97.57,100.89,482
2017년 07월 07일,767.2,6153.1,21414.34,2387.81,0.484,101.3,97.57,100.89,482
2017년 07월 10일,767.2,6176.4,21408.52,2379.87,0.484,101.3,97.57,100.89,482
2017년 07월 11일,767.2,6193.3,21409.07,2382.1,0.484,101.3,97.57,100.89,482
2017년 07월 12일,767.2,6261.2,21532.14,2396,0.484,101.3,97.57,100.89,482
2017년 07월 13일,767.2,6274.4,21553.09,2391.77,0.484,101.3,97.57,100.89,482
2017년 07월 14일,767.2,6312.5,21637.74,2409.49,0.484,101.3,97.57,100.89,482
2017년 07월 17일,767.2,6314.4,21629.72,2414.63,0.484,101.3,97.57,100.89,482
2017년 07월 18일,767.2,6344.3,21574.73,2425.1,0.484,101.3,97.57,100.89,482
2017년 07월 19일,767.2,6385,21640.75,2426.04,0.484,101.3,97.57,100.89,482
2017년 07월 20일,767.2,6390,21611.78,2429.94,0.484,101.3,97.57,100.89,482
2017년 07월 21일,767.2,6387.8,21580.07,2441.84,0.484,101.3,97.57,100.89,482
2017년 07월 24일,767.2,6410.8,21513.17,2450.06,0.484,101.3,97.57,100.89,482
2017년 07월 25일,767.2,6412.2,21613.43,2451.53,0.484,101.3,97.57,100.89,482
2017년 07월 26일,767.2,6422.8,21711.01,2439.9,0.484,101.3,97.57,100.89,482
2017년 07월 27일,767.2,6382.2,21796.55,2434.51,0.484,101.3,97.57,100.89,482
2017년 07월 28일,767.2,6374.7,21830.31,2443.24,0.484,101.3,97.57,100.89,482
2017년 07월 31일,767.2,6348.1,21891.12,2400.99,0.484,101.3,97.57,100.89,482
2017년 08월 01일,704.2,6362.9,21963.92,2402.71,0.397,101.7,98.146,101.35,165
2017년 08월 02일,704.2,6362.6,22016.24,2422.96,0.397,101.7,98.146,101.35,165
2017년 08월 03일,704.2,6340.3,22026.1,2427.63,0.397,101.7,98.146,101.35,165
2017년 08월 04일,704.2,6351.6,22092.81,2386.85,0.397,101.7,98.146,101.35,165
2017년 08월 07일,704.2,6383.8,22118.42,2395.45,0.397,101.7,98.146,101.35,165
2017년 08월 08일,704.2,6370.5,22085.34,2398.75,0.397,101.7,98.146,101.35,165
2017년 08월 09일,704.2,6352.3,22048.7,2394.73,0.397,101.7,98.146,101.35,165
2017년 08월 10일,704.2,6216.9,21844.01,2368.39,0.397,101.7,98.146,101.35,165
2017년 08월 11일,704.2,6256.6,21858.32,2359.47,0.397,101.7,98.146,101.35,165
2017년 08월 14일,704.2,6340.2,21993.71,2319.71,0.397,101.7,98.146,101.35,165
2017년 08월 15일,704.2,6333,21998.99,2334.22,0.397,101.7,98.146,101.35,165
2017년 08월 16일,704.2,6345.1,22024.87,2348.26,0.397,101.7,98.146,101.35,165
2017년 08월 17일,704.2,6221.9,21750.73,2361.67,0.397,101.7,98.146,101.35,165
2017년 08월 18일,704.2,6216.5,21674.51,2358.37,0.397,101.7,98.146,101.35,165
2017년 08월 21일,704.2,6213.1,21703.75,2355,0.397,101.7,98.146,101.35,165
2017년 08월 22일,704.2,6297.5,21899.89,2365.33,0.397,101.7,98.146,101.35,165
2017년 08월 23일,704.2,6278.4,21812.09,2366.4,0.397,101.7,98.146,101.35,165
2017년 08월 24일,704.2,6271.3,21783.4,2375.84,0.397,101.7,98.146,101.35,165
2017년 08월 25일,704.2,6265.6,21813.67,2378.51,0.397,101.7,98.146,101.35,165
2017년 08월 28일,704.2,6283,21808.4,2370.3,0.397,101.7,98.146,101.35,165
2017년 08월 29일,704.2,6301.9,21865.37,2364.74,0.397,101.7,98.146,101.35,165
2017년 08월 30일,704.2,6368.3,21892.43,2372.29,0.397,101.7,98.146,101.35,165
2017년 08월 31일,704.2,6428.7,21948.1,2363.19,0.397,101.7,98.146,101.35,165
2017년 09월 01일,796.6,6435.3,21987.56,2357.69,0.317,101.9,98.042,102.03,228
2017년 09월 05일,796.6,6375.6,21753.31,2357.69,0.317,101.9,98.042,102.03,228
2017년 09월 06일,796.6,6393.3,21807.64,2357.69,0.317,101.9,98.042,102.03,228
2017년 09월 07일,796.6,6397.9,21784.78,2357.69,0.317,101.9,98.042,102.03,228
2017년 09월 08일,796.6,6360.2,21797.79,2357.69,0.317,101.9,98.042,102.03,228
2017년 09월 11일,796.6,6432.3,22057.37,2357.69,0.317,101.9,98.042,102.03,228
2017년 09월 12일,796.6,6454.3,22118.86,2329.65,0.317,101.9,98.042,102.03,228
2017년 09월 13일,796.6,6460.2,22158.18,2326.62,0.317,101.9,98.042,102.03,228
2017년 09월 14일,796.6,6429.1,22203.48,2319.82,0.317,101.9,98.042,102.03,228
2017년 09월 15일,796.6,6448.5,22268.34,2346.19,0.317,101.9,98.042,102.03,228
2017년 09월 18일,796.6,6454.6,22331.35,2343.72,0.317,101.9,98.042,102.03,228
2017년 09월 19일,796.6,6461.3,22370.8,2359.08,0.317,101.9,98.042,102.03,228
2017년 09월 20일,796.6,6456,22412.59,2365.47,0.317,101.9,98.042,102.03,228
2017년 09월 21일,796.6,6422.7,22359.23,2360.18,0.317,101.9,98.042,102.03,228
2017년 09월 22일,796.6,6426.9,22349.59,2377.66,0.317,101.9,98.042,102.03,228
2017년 09월 25일,796.6,6370.6,22296.09,2386.07,0.317,101.9,98.042,102.03,228
2017년 09월 26일,796.6,6380.2,22284.32,2418.21,0.317,101.9,98.042,102.03,228
2017년 09월 27일,796.6,6453.3,22340.71,2416.05,0.317,101.9,98.042,102.03,228
2017년 09월 28일,796.6,6453.5,22381.2,2412.2,0.317,101.9,98.042,102.03,228
2017년 09월 29일,796.6,6496,22405.09,2406.5,0.317,101.9,98.042,102.03,228
2017년 10월 02일,806.9,6516.7,22557.6,2388.71,0.278,101.3,97.796,102.14,203
2017년 10월 03일,806.9,6531.7,22641.67,2380.4,0.278,101.3,97.796,102.14,203
2017년 10월 04일,806.9,6534.6,22661.64,2374.32,0.278,101.3,97.796,102.14,203
2017년 10월 05일,806.9,6585.4,22775.39,2372.57,0.278,101.3,97.796,102.14,203
2017년 10월 06일,806.9,6590.2,22773.67,2373.14,0.278,101.3,97.796,102.14,203
2017년 10월 09일,806.9,6579.7,22761.07,2394.47,0.278,101.3,97.796,102.14,203
2017년 10월 10일,806.9,6587.3,22830.68,2433.81,0.278,101.3,97.796,102.14,203
2017년 10월 11일,806.9,6603.5,22872.89,2458.16,0.278,101.3,97.796,102.14,203
2017년 10월 12일,806.9,6591.5,22841.01,2474.76,0.278,101.3,97.796,102.14,203
2017년 10월 13일,806.9,6605.8,22871.72,2473.62,0.278,101.3,97.796,102.14,203
2017년 10월 16일,806.9,6624,22956.96,2480.05,0.278,101.3,97.796,102.14,203
2017년 10월 17일,806.9,6623.7,22997.44,2484.37,0.278,101.3,97.796,102.14,203
2017년 10월 18일,806.9,6624.2,23157.6,2482.91,0.278,101.3,97.796,102.14,203
2017년 10월 19일,806.9,6605.1,23163.04,2473.06,0.278,101.3,97.796,102.14,203
2017년 10월 20일,806.9,6629,23328.63,2489.54,0.278,101.3,97.796,102.14,203
2017년 10월 23일,806.9,6586.8,23273.96,2490.05,0.278,101.3,97.796,102.14,203
2017년 10월 24일,806.9,6598.4,23441.76,2490.49,0.278,101.3,97.796,102.14,203
2017년 10월 25일,806.9,6563.9,23329.46,2492.5,0.278,101.3,97.796,102.14,203
2017년 10월 26일,806.9,6556.8,23400.86,2480.63,0.278,101.3,97.796,102.14,203
2017년 10월 27일,806.9,6701.3,23434.19,2496.63,0.278,101.3,97.796,102.14,203
2017년 10월 30일,806.9,6699,23348.74,2501.93,0.278,101.3,97.796,102.14,203
2017년 10월 31일,806.9,6727.7,23377.24,2523.43,0.278,101.3,97.796,102.14,203
2017년 11월 01일,865.7,6716.5,23435.01,2556.47,0.334,101.1,97.173,102.04,271
2017년 11월 02일,865.7,6714.9,23516.26,2546.36,0.334,101.1,97.173,102.04,271
2017년 11월 03일,865.7,6764.4,23539.19,2557.97,0.334,101.1,97.173,102.04,271
2017년 11월 06일,865.7,6786.4,23548.42,2549.41,0.334,101.1,97.173,102.04,271
2017년 11월 07일,865.7,6767.8,23557.23,2545.44,0.334,101.1,97.173,102.04,271
2017년 11월 08일,865.7,6789.1,23563.36,2552.4,0.334,101.1,97.173,102.04,271
2017년 11월 09일,865.7,6750,23461.94,2550.57,0.334,101.1,97.173,102.04,271
2017년 11월 10일,865.7,6750.9,23422.21,2542.95,0.334,101.1,97.173,102.04,271
2017년 11월 13일,865.7,6757.6,23439.7,2530.35,0.334,101.1,97.173,102.04,271
2017년 11월 14일,865.7,6737.9,23409.47,2526.64,0.334,101.1,97.173,102.04,271
2017년 11월 15일,865.7,6706.2,23271.28,2518.25,0.334,101.1,97.173,102.04,271
2017년 11월 16일,865.7,6793.3,23458.36,2534.79,0.334,101.1,97.173,102.04,271
2017년 11월 17일,865.7,6782.8,23358.24,2533.99,0.334,101.1,97.173,102.04,271
2017년 11월 20일,865.7,6790.7,23430.33,2527.67,0.334,101.1,97.173,102.04,271
2017년 11월 21일,865.7,6862.5,23590.83,2530.7,0.334,101.1,97.173,102.04,271
2017년 11월 22일,865.7,6867.4,23526.18,2540.51,0.334,101.1,97.173,102.04,271
2017년 11월 24일,865.7,6889.2,23557.99,2537.15,0.334,101.1,97.173,102.04,271
2017년 11월 27일,865.7,6878.5,23580.78,2544.33,0.334,101.1,97.173,102.04,271
2017년 11월 28일,865.7,6912.4,23836.71,2507.81,0.334,101.1,97.173,102.04,271
2017년 11월 29일,865.7,6824.4,23940.68,2514.19,0.334,101.1,97.173,102.04,271
2017년 11월 30일,865.7,6874,24272.35,2512.9,0.334,101.1,97.173,102.04,271
2017년 12월 01일,865.7,6847.6,24231.59,2476.37,0.345,101,97.456,102.09,275
2017년 12월 04일,865.7,6775.4,24290.05,2475.41,0.345,101,97.456,102.09,275
2017년 12월 05일,865.7,6762.2,24180.64,2501.67,0.345,101,97.456,102.09,275
2017년 12월 06일,865.7,6776.4,24140.91,2510.12,0.345,101,97.456,102.09,275
2017년 12월 07일,865.7,6812.8,24211.48,2474.37,0.345,101,97.456,102.09,275
2017년 12월 08일,865.7,6840.1,24329.16,2461.98,0.345,101,97.456,102.09,275
2017년 12월 11일,865.7,6875.1,24386.03,2464,0.345,101,97.456,102.09,275
2017년 12월 12일,865.7,6862.3,24504.8,2471.49,0.345,101,97.456,102.09,275
2017년 12월 13일,865.7,6875.8,24585.43,2461,0.345,101,97.456,102.09,275
2017년 12월 14일,865.7,6856.5,24508.66,2480.55,0.345,101,97.456,102.09,275
2017년 12월 15일,865.7,6936.6,24651.74,2469.48,0.345,101,97.456,102.09,275
2017년 12월 18일,865.7,6994.8,24792.2,2482.07,0.345,101,97.456,102.09,275
2017년 12월 19일,865.7,6963.9,24754.75,2481.88,0.345,101,97.456,102.09,275
2017년 12월 20일,865.7,6961,24726.65,2478.53,0.345,101,97.456,102.09,275
2017년 12월 21일,865.7,6965.4,24782.29,2472.37,0.345,101,97.456,102.09,275
2017년 12월 22일,865.7,6960,24754.06,2429.83,0.345,101,97.456,102.09,275
2017년 12월 26일,865.7,6936.3,24746.21,2440.54,0.345,101,97.456,102.09,275
2017년 12월 27일,865.7,6939.3,24774.3,2427.34,0.345,101,97.456,102.09,275
2017년 12월 28일,865.7,6950.2,24837.51,2436.67,0.345,101,97.456,102.09,275
2017년 12월 29일,865.7,6903.4,24719.22,2467.49,0.345,101,97.456,102.09,275
2018년 01월 02일,849.6,7006.9,24824.01,2479.65,0.417,101.1,97.844,102.52,405
2018년 01월 03일,849.6,7065.5,24922.68,2486.35,0.417,101.1,97.844,102.52,405
2018년 01월 04일,849.6,7077.9,25075.13,2466.46,0.417,101.1,97.844,102.52,405
2018년 01월 05일,849.6,7136.6,25295.87,2497.52,0.417,101.1,97.844,102.52,405
2018년 01월 08일,849.6,7157.4,25283,2513.28,0.417,101.1,97.844,102.52,405
2018년 01월 09일,849.6,7163.6,25385.8,2510.23,0.417,101.1,97.844,102.52,405
2018년 01월 10일,849.6,7153.6,25369.13,2499.75,0.417,101.1,97.844,102.52,405
2018년 01월 11일,849.6,7211.8,25574.73,2487.91,0.417,101.1,97.844,102.52,405
2018년 01월 12일,849.6,7261.1,25803.19,2496.42,0.417,101.1,97.844,102.52,405
2018년 01월 16일,849.6,7223.7,25792.86,2503.73,0.417,101.1,97.844,102.52,405
2018년 01월 17일,849.6,7298.3,26115.65,2521.74,0.417,101.1,97.844,102.52,405
2018년 01월 18일,849.6,7296,26017.81,2515.43,0.417,101.1,97.844,102.52,405
2018년 01월 19일,849.6,7336.4,26071.72,2515.81,0.417,101.1,97.844,102.52,405
2018년 01월 22일,849.6,7408,26214.6,2520.26,0.417,101.1,97.844,102.52,405
2018년 01월 23일,849.6,7460.3,26210.81,2502.11,0.417,101.1,97.844,102.52,405
2018년 01월 24일,849.6,7415.1,26252.12,2536.6,0.417,101.1,97.844,102.52,405
2018년 01월 25일,849.6,7411.2,26392.79,2538,0.417,101.1,97.844,102.52,405
2018년 01월 26일,849.6,7505.8,26616.71,2562.23,0.417,101.1,97.844,102.52,405
2018년 01월 29일,849.6,7466.5,26439.48,2574.76,0.417,101.1,97.844,102.52,405
2018년 01월 30일,849.6,7402.5,26076.89,2598.19,0.417,101.1,97.844,102.52,405
2018년 01월 31일,849.6,7411.5,26149.39,2567.74,0.417,101.1,97.844,102.52,405
2018년 02월 01일,766.1,7385.9,26186.71,2566.46,0.417,101.3,98.552,102.95,328
2018년 02월 02일,766.1,7241,25520.96,2568.54,0.417,101.3,98.552,102.95,328
2018년 02월 05일,766.1,6967.5,24345.75,2525.39,0.417,101.3,98.552,102.95,328
2018년 02월 06일,766.1,7115.9,24912.77,2491.75,0.417,101.3,98.552,102.95,328
2018년 02월 07일,766.1,7052,24893.35,2453.31,0.417,101.3,98.552,102.95,328
2018년 02월 08일,766.1,6777.2,23860.46,2396.56,0.417,101.3,98.552,102.95,328
2018년 02월 09일,766.1,6874.5,24190.9,2407.62,0.417,101.3,98.552,102.95,328
2018년 02월 12일,766.1,6982,24601.27,2363.77,0.417,101.3,98.552,102.95,328
2018년 02월 13일,766.1,7013.5,24640.45,2385.38,0.417,101.3,98.552,102.95,328
2018년 02월 14일,766.1,7143.6,24893.49,2395.19,0.417,101.3,98.552,102.95,328
2018년 02월 15일,766.1,7256.4,25200.37,2421.83,0.417,101.3,98.552,102.95,328
2018년 02월 16일,766.1,7239.5,25219.38,2442.82,0.417,101.3,98.552,102.95,328
2018년 02월 20일,766.1,7234.3,24964.75,2415.12,0.417,101.3,98.552,102.95,328
2018년 02월 21일,766.1,7218.2,24797.78,2429.65,0.417,101.3,98.552,102.95,328
2018년 02월 22일,766.1,7210.1,24962.48,2414.28,0.417,101.3,98.552,102.95,328
2018년 02월 23일,766.1,7337.4,25309.99,2451.52,0.417,101.3,98.552,102.95,328
2018년 02월 26일,766.1,7421.5,25709.27,2457.65,0.417,101.3,98.552,102.95,328
2018년 02월 27일,766.1,7330.4,25410.03,2456.14,0.417,101.3,98.552,102.95,328
2018년 02월 28일,766.1,7273,25029.2,2427.36,0.417,101.3,98.552,102.95,328
2018년 03월 01일,742.3,7180.6,24608.98,2402.16,0.44,101.1,98.543,102.91,304
2018년 03월 02일,742.3,7257.9,24538.06,2375.06,0.44,101.1,98.543,102.91,304
2018년 03월 05일,742.3,7330.7,24874.76,2411.41,0.44,101.1,98.543,102.91,304
2018년 03월 06일,742.3,7372,24884.12,2401.82,0.44,101.1,98.543,102.91,304
2018년 03월 07일,742.3,7396.6,24801.36,2433.08,0.44,101.1,98.543,102.91,304
2018년 03월 08일,742.3,7428,24895.21,2459.45,0.44,101.1,98.543,102.91,304
2018년 03월 09일,742.3,7560.8,25335.74,2484.12,0.44,101.1,98.543,102.91,304
2018년 03월 12일,742.3,7588.3,25178.61,2494.49,0.44,101.1,98.543,102.91,304
2018년 03월 13일,742.3,7511,25007.03,2486.08,0.44,101.1,98.543,102.91,304
2018년 03월 14일,742.3,7496.8,24758.12,2492.38,0.44,101.1,98.543,102.91,304
2018년 03월 15일,742.3,7481.7,24873.66,2493.97,0.44,101.1,98.543,102.91,304
2018년 03월 16일,742.3,7482,24946.51,2475.03,0.44,101.1,98.543,102.91,304
2018년 03월 19일,742.3,7344.2,24610.91,2485.52,0.44,101.1,98.543,102.91,304
2018년 03월 20일,742.3,7364.3,24727.27,2484.97,0.44,101.1,98.543,102.91,304
2018년 03월 21일,742.3,7345.3,24682.31,2496.02,0.44,101.1,98.543,102.91,304
2018년 03월 22일,742.3,7166.7,23957.89,2416.76,0.44,101.1,98.543,102.91,304
2018년 03월 23일,742.3,6992.7,23533.2,2437.08,0.44,101.1,98.543,102.91,304
2018년 03월 26일,742.3,7220.5,24202.6,2452.06,0.44,101.1,98.543,102.91,304
2018년 03월 27일,742.3,7008.8,23857.71,2419.29,0.44,101.1,98.543,102.91,304
2018년 03월 28일,742.3,6949.2,23848.42,2436.37,0.44,101.1,98.543,102.91,304
2018년 03월 29일,742.3,7063.4,24103.11,2445.85,0.44,101.1,98.543,102.91,304
2018년 04월 02일,743.8,6870.1,23644.19,2444.16,0.302,101,98.77,103.04,150
2018년 04월 03일,743.8,6941.3,24033.36,2442.43,0.302,101,98.77,103.04,150
2018년 04월 04일,743.8,7042.1,24264.3,2408.06,0.302,101,98.77,103.04,150
2018년 04월 05일,743.8,7076.5,24505.22,2437.52,0.302,101,98.77,103.04,150
2018년 04월 06일,743.8,6915.1,23932.76,2429.58,0.302,101,98.77,103.04,150
2018년 04월 09일,743.8,6950.3,23979.1,2444.08,0.302,101,98.77,103.04,150
2018년 04월 10일,743.8,7094.3,24408,2450.74,0.302,101,98.77,103.04,150
2018년 04월 11일,743.8,7069,24189.45,2444.22,0.302,101,98.77,103.04,150
2018년 04월 12일,743.8,7140.3,24483.05,2442.71,0.302,101,98.77,103.04,150
2018년 04월 13일,743.8,7106.6,24360.14,2455.07,0.302,101,98.77,103.04,150
2018년 04월 16일,743.8,7156.3,24573.04,2457.49,0.302,101,98.77,103.04,150
2018년 04월 17일,743.8,7281.1,24786.63,2453.77,0.302,101,98.77,103.04,150
2018년 04월 18일,743.8,7295.2,24748.07,2479.98,0.302,101,98.77,103.04,150
2018년 04월 19일,743.8,7238.1,24664.89,2486.1,0.302,101,98.77,103.04,150
2018년 04월 20일,743.8,7146.1,24462.94,2476.33,0.302,101,98.77,103.04,150
2018년 04월 23일,743.8,7128.6,24448.69,2474.11,0.302,101,98.77,103.04,150
2018년 04월 24일,743.8,7007.4,24024.13,2464.14,0.302,101,98.77,103.04,150
2018년 04월 25일,743.8,7003.7,24083.83,2448.81,0.302,101,98.77,103.04,150
2018년 04월 26일,743.8,7118.7,24322.34,2475.64,0.302,101,98.77,103.04,150
2018년 04월 27일,743.8,7119.8,24311.19,2492.4,0.302,101,98.77,103.04,150
